"GEOID","NAME","variable","estimate","moe","source","year","quintile","county","county_short","acs_release","pce_estimate","cty_rate","eff_rate","pop_est","incidence_avg","est_PCE_cty_agg","est_taxable_spend","est_tax_rev","taxable_trans_total","percap_taxable_total","est_tax_spend_trans","est_tax_rev_trans"
"06055","Napa County, California","B19013_001",64401,4324,"ACS",2010,"q4","Napa","Napa",NA,0.176742539318958,0.0697295683662428,0.0725,136484,0.259,8789706084,1553514973.15345,108325928.528485,449448704315,12043.35,1643724581.4,119170032.1515
"06057","Nevada County, California","B19013_001",54456,3199,"ACS",2010,"q3","Nevada","Nevada",NA,0.134986775943838,0.0744312508805641,0.0725,98764,0.2,5378292384,725998348.999461,54036965.2532542,449448704315,12043.35,1189449419.4,86235082.9065
"06059","Orange County, California","B19013_001",70880,901,"ACS",2010,"q5","Orange","Orange",NA,0.23743135843065,0.0709282390731906,0.0725,3010232,0.342,213365244160,50659599762.7961,3593196203.32776,449448704315,12043.35,36253277557.2,2628362622.897
"06061","Placer County, California","B19013_001",67884,3724,"ACS",2010,"q5","Placer","Placer",NA,0.23743135843065,0.0636122144135433,0.0725,348432,0.342,23652957888,5615953922.2508,357243265.038798,449448704315,12043.35,4196288527.2,304230918.222
"06065","Riverside County, California","B19013_001",54296,1237,"ACS",2010,"q3","Riverside","Riverside",NA,0.134986775943838,0.0736904552801644,0.0725,2189641,0.2,118888747736,16048408752.883,1182614547.52212,449448704315,12043.35,26370612937.35,1911869437.95787
"06067","Sacramento County, California","B19013_001",52709,1245,"ACS",2010,"q3","Sacramento","Sacramento",NA,0.134986775943838,0.0736717483205584,0.0725,1418788,0.2,74782896692,10094702120.1942,743694353.969956,449448704315,12043.35,17086960459.8,1238804633.3355
"06071","San Bernardino County, California","B19013_001",52607,1237,"ACS",2010,"q3","San Bernardino","San Bernardino",NA,0.134986775943838,0.0719400824837452,0.0725,2035210,0.2,107066292470,14452533632.7854,1039716461.64168,449448704315,12043.35,24510746353.5,1777029110.62875
"06073","San Diego County, California","B19013_001",59923,1075,"ACS",2010,"q4","San Diego","San Diego",NA,0.176742539318958,0.0722269802928782,0.0725,3095313,0.259,185480440899,32782284118.4891,2367765388.98165,449448704315,12043.35,37277937818.55,2702650491.84487
"06075","San Francisco County, California","B19013_001",71745,2387,"ACS",2010,"q5","San Francisco","San Francisco",NA,0.23743135843065,0.0746482516119943,0.0725,805235,0.342,57771585075,13716785923.0491,1023934086.89163,449448704315,12043.35,9697726937.25,703085202.950625
"06077","San Joaquin County, California","B19013_001",50011,1507,"ACS",2010,"q2","San Joaquin","San Joaquin",NA,0.119646150963325,0.0727193562215035,0.0725,685306,0.18,34272838366,4100613193.08006,298193951.514186,449448704315,12043.35,8253380015.1,598370051.09475
"06079","San Luis Obispo County, California","B19013_001",53978,2745,"ACS",2010,"q3","San Luis Obispo","San Luis Obispo",NA,0.134986775943838,0.0739972494177037,0.0725,269637,0.2,14554465986,1964660439.0344,145379468.528324,449448704315,12043.35,3247332763.95,235431625.386375
"06081","San Mateo County, California","B19013_001",82748,2239,"ACS",2010,"q5","San Mateo","San Mateo",NA,0.23743135843065,0.0838242825410435,0.0725,718451,0.342,59450383348,14115385277.5385,1183212043.68008,449448704315,12043.35,8652556850.85,627310371.686625
"06083","Santa Barbara County, California","B19013_001",56767,2371,"ACS",2010,"q4","Santa Barbara","Santa Barbara",NA,0.176742539318958,0.075130475459617,0.0725,423895,0.259,24063247465,4252999461.22457,319529871.651297,449448704315,12043.35,5105115848.25,370120898.998125
"06085","Santa Clara County, California","B19013_001",85002,1760,"ACS",2010,"q5","Santa Clara","Santa Clara",NA,0.23743135843065,0.0798562691663195,0.0725,1781642,0.342,151443133284,35957348860.6141,2871419729.12045,449448704315,12043.35,21456938180.7,1555628018.10075
"06087","Santa Cruz County, California","B19013_001",61071,2767,"ACS",2010,"q4","Santa Cruz","Santa Cruz",NA,0.176742539318958,0.0836754820394913,0.0725,262382,0.259,16023931122,2832110276.37435,236978192.564621,449448704315,12043.35,3159958259.7,229096973.82825
"06089","Shasta County, California","B19013_001",41023,1839,"ACS",2010,"q1","Shasta","Shasta",NA,0.207558608914551,0.0637982150404835,0.0725,177223,0.293,7270219129,1508996568.9192,96271287.5992586,449448704315,12043.35,2134358617.05,154740999.736125
"06095","Solano County, California","B19013_001",63384,3021,"ACS",2010,"q4","Solano","Solano",NA,0.176742539318958,0.075299253806285,0.0725,413344,0.259,26199396096,4630547794.63023,348676793.649994,449448704315,12043.35,4978046462.4,360908368.524
"06097","Sonoma County, California","B19013_001",59055,3310,"ACS",2010,"q4","Sonoma","Sonoma",NA,0.176742539318958,0.0861926905240818,0.0725,483878,0.259,28575415290,5050491460.44837,435315447.444944,449448704315,12043.35,5827512111.3,422494628.06925
"06099","Stanislaus County, California","B19013_001",48044,2608,"ACS",2010,"q2","Stanislaus","Stanislaus",NA,0.119646150963325,0.0709158390313946,0.0725,514453,0.18,24716379932,2957219724.61096,209713717.970976,449448704315,12043.35,6195737537.55,449190971.472375
"06101","Sutter County, California","B19013_001",46521,3281,"ACS",2010,"q2","Sutter","Sutter",NA,0.119646150963325,0.0624962106519022,0.0725,94737,0.18,4407259977,527311692.54276,32954982.6163634,449448704315,12043.35,1140950848.95,82718936.548875
"06107","Tulare County, California","B19013_001",43397,2142,"ACS",2010,"q1","Tulare","Tulare",NA,0.207558608914551,0.0747446963815189,0.0725,442179,0.293,19189242063,3982892388.72086,297700082.315203,449448704315,12043.35,5325316459.65,386085443.324625
"06111","Ventura County, California","B19013_001",71864,1550,"ACS",2010,"q5","Ventura","Ventura",NA,0.23743135843065,0.06754640949246,0.0725,823318,0.342,59166924752,14048083318.0314,948897588.383946,449448704315,12043.35,9915506835.3,718874245.55925
"06113","Yolo County, California","B19013_001",55798,4338,"ACS",2010,"q3","Yolo","Yolo",NA,0.134986775943838,0.0729122457605526,0.0725,200849,0.2,11206972502,1512793086.13623,110301141.28123,449448704315,12043.35,2418894804.15,175369873.300875
"06115","Yuba County, California","B19013_001",45755,7473,"ACS",2010,"q2","Yuba","Yuba",NA,0.119646150963325,0.0700189026748164,0.0725,72155,0.18,3301452025,395006027.381323,27657888.5871787,449448704315,12043.35,868987919.25,63001624.145625
"06001","Alameda County, California","B19013_001",67558,1670,"ACS",2011,"q4","Alameda","Alameda",NA,0.182987577667893,0.0911403072006907,0.0725,1527169,0.259,103172483302,18879282801.4141,1720663634.2496,483094685036,12858.23,19636690250.87,1423660043.18808
"06007","Butte County, California","B19013_001",39179,1891,"ACS",2011,"q1","Butte","Butte",NA,0.214892505311636,0.0752269202291416,0.0725,221377,0.293,8673329483,1863833501.99515,140210454.17499,483094685036,12858.23,2846516382.71,206372437.746475
"06013","Contra Costa County, California","B19013_001",74353,2713,"ACS",2011,"q5","Contra Costa","Contra Costa",NA,0.245820781510983,0.0820262764806217,0.0725,1061578,0.342,78931509034,19403005236.5791,1591556272.09059,483094685036,12858.23,13650014086.94,989626021.30315
"06017","El Dorado County, California","B19013_001",61084,5063,"ACS",2011,"q4","El Dorado","El Dorado",NA,0.182987577667893,0.0700189026748164,0.0725,180887,0.259,11049301508,2021884917.87112,141570163.284097,483094685036,12858.23,2325886650.01,168626782.125725
"06019","Fresno County, California","B19013_001",42807,1370,"ACS",2011,"q2","Fresno","Fresno",NA,0.123873739884179,0.0754077541720001,0.0725,938507,0.18,40174669149,4976586516.09616,375273212.62147,483094685036,12858.23,12067538862.61,874896567.539225
"06023","Humboldt County, California","B19013_001",41187,4266,"ACS",2011,"q1","Humboldt","Humboldt",NA,0.214892505311636,0.0835452816006332,0.0725,135894,0.293,5597066178,1202767573.38544,100485555.618597,483094685036,12858.23,1747356307.62,126683332.30245
"06025","Imperial County, California","B19013_001",37843,4938,"ACS",2011,"q1","Imperial","Imperial",NA,0.214892505311636,0.0696572347890994,0.0725,175448,0.293,6639478664,1426774204.07011,99385145.7239422,483094685036,12858.23,2255950737.04,163556428.4354
"06029","Kern County, California","B19013_001",45224,1820,"ACS",2011,"q2","Kern","Kern",NA,0.123873739884179,0.0712485734862543,0.0725,845269,0.18,38226445256,4735252736.33854,337380002.561003,483094685036,12858.23,10868663213.87,787978083.005575
"06031","Kings County, California","B19013_001",50345,3197,"ACS",2011,"q2","Kings","Kings",NA,0.123873739884179,0.0694402340576692,0.0725,150073,0.18,7555425185,935918774.081062,64990418.7311557,483094685036,12858.23,1929673150.79,139901303.432275
"06033","Lake County, California","B19013_001",35991,3867,"ACS",2011,"q1","Lake","Lake",NA,0.214892505311636,0.0717549085262581,0.0725,65318,0.293,2350860138,505182224.692078,36249304.3218716,483094685036,12858.23,839873867.14,60890855.36765
"06037","Los Angeles County, California","B19013_001",52280,462,"ACS",2011,"q3","Los Angeles","Los Angeles",NA,0.139756412023623,0.0893457842980768,0.0725,9872846,0.2,516152388880,72135605927.2904,6445012287.39076,483094685036,12858.23,126947324622.58,9203681035.13705
"06039","Madera County, California","B19013_001",46570,3164,"ACS",2011,"q2","Madera","Madera",NA,0.123873739884179,0.0717549085262581,0.0725,151054,0.18,7034584780,871400325.230922,62527250.6266964,483094685036,12858.23,1942287074.42,140815812.89545
"06041","Marin County, California","B19013_001",77168,4762,"ACS",2011,"q5","Marin","Marin",NA,0.245820781510983,0.0771075932348701,0.0725,254256,0.342,19620427008,4823108700.68577,371898303.820041,483094685036,12858.23,3269282126.88,237022954.1988
"06045","Mendocino County, California","B19013_001",42431,5133,"ACS",2011,"q1","Mendocino","Mendocino",NA,0.214892505311636,0.0772522603891569,0.0725,87787,0.293,3724890197,800450986.444083,61836648.0335358,483094685036,12858.23,1128785437.01,81836944.183225
"06047","Merced County, California","B19013_001",40055,2768,"ACS",2011,"q1","Merced","Merced",NA,0.214892505311636,0.0729122457605526,0.0725,259183,0.293,10381575065,2230922674.79866,162661582.337709,483094685036,12858.23,3332634626.09,241616010.391525
"06053","Monterey County, California","B19013_001",53179,2316,"ACS",2011,"q3","Monterey","Monterey",NA,0.139756412023623,0.0798562691663195,0.0725,416582,0.2,22153414178,3096081679.59053,247241531.966292,483094685036,12858.23,5356507169.86,388346769.81485
"06055","Napa County, California","B19013_001",61460,3903,"ACS",2011,"q4","Napa","Napa",NA,0.182987577667893,0.0697295683662428,0.0725,136839,0.259,8410124940,1538948390.65493,107310207.018292,483094685036,12858.23,1759507334.97,127564281.785325
"06057","Nevada County, California","B19013_001",54080,4321,"ACS",2011,"q3","Nevada","Nevada",NA,0.139756412023623,0.0744312508805641,0.0725,99035,0.2,5355812800,748509180.398193,55712474.5926233,483094685036,12858.23,1273414808.05,92322573.583625
"06059","Orange County, California","B19013_001",72293,1199,"ACS",2011,"q5","Orange","Orange",NA,0.245820781510983,0.0709282390731906,0.0725,3037811,0.342,219612470623,53985309158.1037,3829082914.40609,483094685036,12858.23,39060872534.53,2831913258.75343
"06061","Placer County, California","B19013_001",68959,4414,"ACS",2011,"q5","Placer","Placer",NA,0.245820781510983,0.0636122144135433,0.0725,354618,0.342,24454102662,6011326627.52266,382393798.339814,483094685036,12858.23,4559759806.14,330582585.94515
"06065","Riverside County, California","B19013_001",52883,1624,"ACS",2011,"q3","Riverside","Riverside",NA,0.139756412023623,0.0736904552801644,0.0725,2213474,0.2,117055145542,16359207149.8529,1205517422.89518,483094685036,12858.23,28461357791.02,2063448439.84895
"06067","Sacramento County, California","B19013_001",52314,1362,"ACS",2011,"q3","Sacramento","Sacramento",NA,0.139756412023623,0.0736717483205584,0.0725,1431665,0.2,74896122810,10467213398.4062,771137911.104959,483094685036,12858.23,18408677852.95,1334629144.33888
"06071","San Bernardino County, California","B19013_001",51247,1126,"ACS",2011,"q3","San Bernardino","San Bernardino",NA,0.139756412023623,0.0719400824837452,0.0725,2055566,0.2,105341590802,14722162767.3482,1059113603.82215,483094685036,12858.23,26430940408.18,1916243179.59305
"06073","San Diego County, California","B19013_001",59477,1346,"ACS",2011,"q4","San Diego","San Diego",NA,0.182987577667893,0.0722269802928782,0.0725,3124985,0.259,185864732845,34010937237.1966,2456507293.57332,483094685036,12858.23,40181775876.55,2913178751.04988
"06075","San Francisco County, California","B19013_001",69894,2466,"ACS",2011,"q5","San Francisco","San Francisco",NA,0.245820781510983,0.0746482516119943,0.0725,815714,0.342,57013514316,14015106645.8468,1046203207.2681,483094685036,12858.23,10488638226.22,760426271.40095
"06077","San Joaquin County, California","B19013_001",50853,1692,"ACS",2011,"q3","San Joaquin","San Joaquin",NA,0.139756412023623,0.0727193562215035,0.0725,692465,0.2,35213922645,4921371482.1426,357878965.908276,483094685036,12858.23,8903874236.95,645530882.178875
"06079","San Luis Obispo County, California","B19013_001",54195,2655,"ACS",2011,"q3","San Luis Obispo","San Luis Obispo",NA,0.139756412023623,0.0739972494177037,0.0725,270396,0.2,14654111220,2048006005.50231,151546811.19811,483094685036,12858.23,3476813959.08,252069012.0333
"06081","San Mateo County, California","B19013_001",81657,3170,"ACS",2011,"q5","San Mateo","San Mateo",NA,0.245820781510983,0.0838242825410435,0.0725,726265,0.342,59304621105,14578308307.2439,1222016234.51685,483094685036,12858.23,9338482410.95,677039974.793875
"06083","Santa Barbara County, California","B19013_001",60505,2471,"ACS",2011,"q4","Santa Barbara","Santa Barbara",NA,0.182987577667893,0.075130475459617,0.0725,424822,0.259,25703855110,4703486183.30539,353375153.269473,483094685036,12858.23,5462458985.06,396028276.41685
"06085","Santa Clara County, California","B19013_001",84895,1426,"ACS",2011,"q5","Santa Clara","Santa Clara",NA,0.245820781510983,0.0798562691663195,0.0725,1805407,0.342,153270027265,37676957884.492,3008741290.19208,483094685036,12858.23,23214338449.61,1683039537.59673
"06087","Santa Cruz County, California","B19013_001",62513,3507,"ACS",2011,"q4","Santa Cruz","Santa Cruz",NA,0.182987577667893,0.0836754820394913,0.0725,265364,0.259,16588699732,3035525980.6187,253999099.671669,483094685036,12858.23,3412111345.72,247378072.5647
"06089","Shasta County, California","B19013_001",42062,3142,"ACS",2011,"q1","Shasta","Shasta",NA,0.214892505311636,0.0637982150404835,0.0725,178218,0.293,7496205516,1610878383.66414,102771165.525072,483094685036,12858.23,2291568034.14,166138682.47515
"06095","Solano County, California","B19013_001",63795,3368,"ACS",2011,"q4","Solano","Solano",NA,0.182987577667893,0.075299253806285,0.0725,414084,0.259,26416488780,4833889292.34327,363988256.695639,483094685036,12858.23,5324387311.32,386018080.0707
"06097","Sonoma County, California","B19013_001",61020,1839,"ACS",2011,"q4","Sonoma","Sonoma",NA,0.182987577667893,0.0861926905240818,0.0725,485975,0.259,29654194500,5426349219.24755,467711638.930197,483094685036,12858.23,6248778324.25,453036428.508125
"06099","Stanislaus County, California","B19013_001",44076,2394,"ACS",2011,"q2","Stanislaus","Stanislaus",NA,0.123873739884179,0.0709158390313946,0.0725,517840,0.18,22824315840,2827333363.3985,200502717.686859,483094685036,12858.23,6658505823.2,482741672.182
"06101","Sutter County, California","B19013_001",49533,2495,"ACS",2011,"q2","Sutter","Sutter",NA,0.123873739884179,0.0624962106519022,0.0725,94535,0.18,4682602155,580051441.329564,36251017.0662719,483094685036,12858.23,1215552773.05,88127576.046125
"06107","Tulare County, California","B19013_001",41167,2260,"ACS",2011,"q1","Tulare","Tulare",NA,0.214892505311636,0.0747446963815189,0.0725,445415,0.293,18336399305,3940354785.04599,294520622.043727,483094685036,12858.23,5727248515.45,415225517.370125
"06111","Ventura County, California","B19013_001",74623,1761,"ACS",2011,"q5","Ventura","Ventura",NA,0.245820781510983,0.06754640949246,0.0725,830196,0.342,61951716108,15229019269.6151,1028665571.75399,483094685036,12858.23,10674851113.08,773926705.6983
"06113","Yolo County, California","B19013_001",49594,2959,"ACS",2011,"q2","Yolo","Yolo",NA,0.123873739884179,0.0729122457605526,0.0725,202769,0.18,10056125786,1245689909.85755,90826048.848974,483094685036,12858.23,2607250438.87,189025656.818075
"06115","Yuba County, California","B19013_001",43961,1793,"ACS",2011,"q2","Yuba","Yuba",NA,0.123873739884179,0.0700189026748164,0.0725,72841,0.18,3202163201,396663931.427363,27773973.2092225,483094685036,12858.23,936606331.43,67903959.028675
"06001","Alameda County, California","B19013_001",70500,1475,"ACS",2012,"q5","Alameda","Alameda",NA,0.256495717097438,0.0911403072006907,0.0725,1549193,0.342,109218106500,28013976546.7418,2553202428.383,497746423212,13142.46,20360207034.78,1476115010.02155
"06007","Butte County, California","B19013_001",40960,1995,"ACS",2012,"q1","Butte","Butte",NA,0.224224359348196,0.0752269202291416,0.0725,222623,0.293,9118638080,2044620781.61606,153810524.437476,497746423212,13142.46,2925813872.58,212121505.76205
"06013","Contra Costa County, California","B19013_001",74177,1723,"ACS",2012,"q5","Contra Costa","Contra Costa",NA,0.256495717097438,0.0820262764806217,0.0725,1075165,0.342,79752514205,20456178321.3351,1677944138.72273,497746423212,13142.46,14130313005.9,1024447692.92775
"06017","El Dorado County, California","B19013_001",69973,3983,"ACS",2012,"q4","El Dorado","El Dorado",NA,0.190933938397524,0.0700189026748164,0.0725,180121,0.259,12603606733,2406456271.54524,168497427.468528,497746423212,13142.46,2367233037.66,171624395.23035
"06019","Fresno County, California","B19013_001",41627,1128,"ACS",2012,"q1","Fresno","Fresno",NA,0.224224359348196,0.0754077541720001,0.0725,945656,0.293,39364822312,8826552063.76376,665590468.210657,497746423212,13142.46,12428246153.76,901047846.1476
"06023","Humboldt County, California","B19013_001",40682,2944,"ACS",2012,"q1","Humboldt","Humboldt",NA,0.224224359348196,0.0835452816006332,0.0725,135888,0.293,5528195616,1239556120.3491,103559065.134354,497746423212,13142.46,1785902604.48,129477938.8248
"06025","Imperial County, California","B19013_001",40200,5198,"ACS",2012,"q1","Imperial","Imperial",NA,0.224224359348196,0.0696572347890994,0.0725,177599,0.293,7139479800,1600845284.23438,111510455.824937,497746423212,13142.46,2334087753.54,169221362.13165
"06029","Kern County, California","B19013_001",45910,2002,"ACS",2012,"q2","Kern","Kern",NA,0.129253041772281,0.0712485734862543,0.0725,853585,0.18,39188087350,5065179491.22534,360886813.201637,497746423212,13142.46,11218206719.1,813319987.13475
"06031","Kings County, California","B19013_001",45935,3484,"ACS",2012,"q2","Kings","Kings",NA,0.129253041772281,0.0694402340576692,0.0725,151242,0.18,6947301270,897959821.25593,62354540.1623946,497746423212,13142.46,1987691935.32,144107665.3107
"06033","Lake County, California","B19013_001",33219,6837,"ACS",2012,"q1","Lake","Lake",NA,0.224224359348196,0.0717549085262581,0.0725,65573,0.293,2178269487,488421080.210298,35046609.9327861,497746423212,13142.46,861790529.58,62479813.39455
"06037","Los Angeles County, California","B19013_001",53001,580,"ACS",2012,"q3","Los Angeles","Los Angeles",NA,0.14582542981364,0.0893457842980768,0.0725,9937750,0.2,526710687750,76807812428.5818,6862454241.65121,497746423212,13142.46,130606481865,9468969935.2125
"06039","Madera County, California","B19013_001",42039,3213,"ACS",2012,"q1","Madera","Madera",NA,0.224224359348196,0.0717549085262581,0.0725,151155,0.293,6354405045,1424812400.25407,102237283.447309,497746423212,13142.46,1986548541.3,144024769.24425
"06041","Marin County, California","B19013_001",90535,5672,"ACS",2012,"q5","Marin","Marin",NA,0.256495717097438,0.0771075932348701,0.0725,257096,0.342,23276186360,5970242111.7018,460351000.262794,497746423212,13142.46,3378873896.16,244968357.4716
"06045","Mendocino County, California","B19013_001",41369,5525,"ACS",2012,"q1","Mendocino","Mendocino",NA,0.224224359348196,0.0772522603891569,0.0725,88402,0.293,3657102338,820011428.808838,63347736.420425,497746423212,13142.46,1161819748.92,84231931.7967
"06047","Merced County, California","B19013_001",43597,3789,"ACS",2012,"q2","Merced","Merced",NA,0.129253041772281,0.0729122457605526,0.0725,261779,0.18,11412779063,1475136408.96775,107555508.380996,497746423212,13142.46,3440420036.34,249430452.63465
"06053","Monterey County, California","B19013_001",58109,3535,"ACS",2012,"q3","Monterey","Monterey",NA,0.14582542981364,0.0798562691663195,0.0725,422477,0.2,24549715993,3579972886.48202,285883278.431034,497746423212,13142.46,5552387073.42,402548062.82295
"06055","Napa County, California","B19013_001",68553,5436,"ACS",2012,"q4","Napa","Napa",NA,0.190933938397524,0.0697295683662428,0.0725,138249,0.259,9477383697,1809554194.97269,126179432.95077,497746423212,13142.46,1816931952.54,131727566.55915
"06057","Nevada County, California","B19013_001",53768,6326,"ACS",2012,"q3","Nevada","Nevada",NA,0.14582542981364,0.0744312508805641,0.0725,98896,0.2,5317440128,775417992.173898,57715331.1127987,497746423212,13142.46,1299736724.16,94230912.5016
"06059","Orange County, California","B19013_001",71983,839,"ACS",2012,"q5","Orange","Orange",NA,0.256495717097438,0.0709282390731906,0.0725,3073792,0.342,221260769536,56752439747.6673,4025350614.40939,497746423212,13142.46,40397188408.32,2928796159.6032
"06061","Placer County, California","B19013_001",69086,2336,"ACS",2012,"q4","Placer","Placer",NA,0.190933938397524,0.0636122144135433,0.0725,360512,0.259,24906332032,4755464065.90616,302505599.796323,497746423212,13142.46,4738014539.52,343506054.1152
"06065","Riverside County, California","B19013_001",52621,1282,"ACS",2012,"q3","Riverside","Riverside",NA,0.14582542981364,0.0736904552801644,0.0725,2239478,0.2,117843571838,17184589514.0509,1266340225.09315,497746423212,13142.46,29432250035.88,2133838127.6013
"06067","Sacramento County, California","B19013_001",52667,1225,"ACS",2012,"q3","Sacramento","Sacramento",NA,0.14582542981364,0.0736717483205584,0.0725,1447519,0.2,76236483173,11117217926.1831,819024881.082559,497746423212,13142.46,19023960556.74,1379237140.36365
"06071","San Bernardino County, California","B19013_001",50770,1014,"ACS",2012,"q3","San Bernardino","San Bernardino",NA,0.14582542981364,0.0719400824837452,0.0725,2072061,0.2,105198536970,15340621869.4164,1103605602.63776,497746423212,13142.46,27231978810.06,1974318463.72935
"06073","San Diego County, California","B19013_001",60330,911,"ACS",2012,"q4","San Diego","San Diego",NA,0.190933938397524,0.0722269802928782,0.0725,3155715,0.259,190384285950,36350821525.4339,2625510069.94745,497746423212,13142.46,41473858158.9,3006854716.52025
"06075","San Francisco County, California","B19013_001",73012,2985,"ACS",2012,"q5","San Francisco","San Francisco",NA,0.256495717097438,0.0746482516119943,0.0725,826354,0.342,60333758248,15475350587.0042,1155207864.40251,497746423212,13142.46,10860324390.84,787373518.3359
"06077","San Joaquin County, California","B19013_001",50722,1357,"ACS",2012,"q3","San Joaquin","San Joaquin",NA,0.14582542981364,0.0727193562215035,0.0725,699719,0.2,35491147118,5175511783.06149,376359884.981037,497746423212,13142.46,9196028968.74,666712100.23365
"06079","San Luis Obispo County, California","B19013_001",60264,3482,"ACS",2012,"q4","San Luis Obispo","San Luis Obispo",NA,0.190933938397524,0.0739972494177037,0.0725,272951,0.259,16449119064,3140695086.05931,232402797.628087,497746423212,13142.46,3587247599.46,260075450.96085
"06081","San Mateo County, California","B19013_001",81609,1759,"ACS",2012,"q5","San Mateo","San Mateo",NA,0.256495717097438,0.0838242825410435,0.0725,735915,0.342,60057287235,15404436956.2681,1291265875.80791,497746423212,13142.46,9671733450.9,701200675.19025
"06083","Santa Barbara County, California","B19013_001",61890,2475,"ACS",2012,"q4","Santa Barbara","Santa Barbara",NA,0.190933938397524,0.075130475459617,0.0725,427960,0.259,26486444400,5057161143.43904,379946921.182475,497746423212,13142.46,5624447181.6,407772420.666
"06085","Santa Clara County, California","B19013_001",91425,1402,"ACS",2012,"q5","Santa Clara","Santa Clara",NA,0.256495717097438,0.0798562691663195,0.0725,1833344,0.342,167613475200,42992138516.6176,3433191785.41871,497746423212,13142.46,24094650186.24,1746862138.5024
"06087","Santa Cruz County, California","B19013_001",67769,3229,"ACS",2012,"q4","Santa Cruz","Santa Cruz",NA,0.190933938397524,0.0836754820394913,0.0725,267492,0.259,18127665348,3461186538.84596,289616452.066534,497746423212,13142.46,3515502910.32,254873960.9982
"06089","Shasta County, California","B19013_001",45442,2644,"ACS",2012,"q2","Shasta","Shasta",NA,0.129253041772281,0.0637982150404835,0.0725,178865,0.18,8127983330,1050566568.87689,67024271.875551,497746423212,13142.46,2350726107.9,170427642.82275
"06095","Solano County, California","B19013_001",62066,1784,"ACS",2012,"q4","Solano","Solano",NA,0.190933938397524,0.075299253806285,0.0725,418963,0.259,26003357558,4964923470.10796,373855032.50444,497746423212,13142.46,5506204468.98,399199824.00105
"06097","Sonoma County, California","B19013_001",59941,2090,"ACS",2012,"q3","Sonoma","Sonoma",NA,0.14582542981364,0.0861926905240818,0.0725,488601,0.2,29287232541,4270823273.34336,368113748.68233,497746423212,13142.46,6421419098.46,465552884.63835
"06099","Stanislaus County, California","B19013_001",46405,2000,"ACS",2012,"q2","Stanislaus","Stanislaus",NA,0.129253041772281,0.0709158390313946,0.0725,521723,0.18,24210555815,3129287982.08633,221916082.820512,497746423212,13142.46,6856723658.58,497112465.24705
"06101","Sutter County, California","B19013_001",47081,4068,"ACS",2012,"q2","Sutter","Sutter",NA,0.129253041772281,0.0624962106519022,0.0725,94718,0.18,4459418158,576393361.456042,36022400.9359148,497746423212,13142.46,1244827526.28,90249995.6553
"06107","Tulare County, California","B19013_001",40302,1650,"ACS",2012,"q1","Tulare","Tulare",NA,0.224224359348196,0.0747446963815189,0.0725,449884,0.293,18131224968,4065462302.64781,303871745.461921,497746423212,13142.46,5912582474.64,428662229.4114
"06111","Ventura County, California","B19013_001",71517,1851,"ACS",2012,"q5","Ventura","Ventura",NA,0.256495717097438,0.06754640949246,0.0725,835510,0.342,59753168670,15326431846.8558,1035245441.586,497746423212,13142.46,10980656754.6,796097614.7085
"06113","Yolo County, California","B19013_001",50594,2881,"ACS",2012,"q2","Yolo","Yolo",NA,0.129253041772281,0.0729122457605526,0.0725,204087,0.18,10325577678,1334612322.93747,97309581.6850785,497746423212,13142.46,2682205234.02,194459879.46645
"06115","Yuba County, California","B19013_001",43545,4066,"ACS",2012,"q2","Yuba","Yuba",NA,0.129253041772281,0.0700189026748164,0.0725,73501,0.18,3200601045,413687420.565791,28965939.238392,497746423212,13142.46,965983952.46,70033836.55335
"06001","Alameda County, California","B19013_001",72399,1724,"ACS",2013,"q4","Alameda","Alameda",NA,0.198664079392547,0.0942830764145077,0.075,1575139,0.259,114038488461,22655351325.4222,2136016220.2123,523147317587,13707.87,21591800643.93,1619385048.29475
"06007","Butte County, California","B19013_001",42752,2438,"ACS",2013,"q1","Butte","Butte",NA,0.233302294506437,0.0778209519611809,0.075,224391,0.293,9593164032,2238107180.24222,174171631.357604,523147317587,13707.87,3075922657.17,230694199.28775
"06013","Contra Costa County, California","B19013_001",79100,3132,"ACS",2013,"q5","Contra Costa","Contra Costa",NA,0.266880188681817,0.0848547687730569,0.075,1090305,0.342,86243125500,23016581605.9497,1953066710.11905,523147317587,13707.87,14945759200.35,1120931940.02625
"06017","El Dorado County, California","B19013_001",61365,4625,"ACS",2013,"q4","El Dorado","El Dorado",NA,0.198664079392547,0.0724333475946376,0.075,179663,0.259,11025019995,2190275447.5911,158648982.823367,523147317587,13707.87,2462797047.81,184709778.58575
"06019","Fresno County, California","B19013_001",43925,1374,"ACS",2013,"q2","Fresno","Fresno",NA,0.134485973357524,0.0780080215572415,0.075,953114,0.18,41865532450,5630326881.66928,439210660.759573,523147317587,13707.87,13065162807.18,979887210.5385
"06023","Humboldt County, California","B19013_001",42092,4572,"ACS",2013,"q1","Humboldt","Humboldt",NA,0.233302294506437,0.0864261533799654,0.075,135810,0.293,5716514520,1333675954.09536,115264482.567817,523147317587,13707.87,1861665824.7,139624936.8525
"06025","Imperial County, California","B19013_001",43310,4644,"ACS",2013,"q2","Imperial","Imperial",NA,0.134485973357524,0.0720592084025166,0.075,177731,0.18,7697529610,1035209762.04922,74596395.983824,523147317587,13707.87,2436313442.97,182723508.22275
